sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
3ND,025,3ND.025,Release For Handover(Manage Change Masters),F2212,,ChangeMaster,manage,SAP_BR_ADMINISTRATOR_RCP_DEV,,
3OK,001,3OK.001,Option 1: Create Sales Order Directly(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3OK,002,3OK.002,Option 1: Create Sales Order Directly(Create Sales Orders - VA01),,VA01,SalesDocument,create,SAP_BR_INTERNAL_SALES_REP,,
3OK,003,3OK.003,Create Sales Quotation(Manage Sales Quotations),F1852,,SalesQuotation,manage,SAP_BR_INTERNAL_SALES_REP,,
3OK,004,3OK.004,Create Sales Orders with Ref. to Quotation(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3OK,005,3OK.005,Create Sales Orders with Ref. to Quotation(Create Sales Orders - VA01),,VA01,SalesDocument,create,SAP_BR_INTERNAL_SALES_REP,,
3OK,006,3OK.006,Material Requirements Planning(Schedule MRP Runs),F1339,,MRPRun,schedule,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,007,3OK.007,Monitor Material Coverage,F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,008,3OK.008,Monitor Material Coverage(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,009,3OK.009,Create Process Order(Convert Planned Orders),F4171,,PlannedOrder,convert,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,010,3OK.010,Create Process Order(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,011,3OK.011,Review Process Order(Display Process Order),,COR3,ProcessOrder,display,SAP_BR_PRODN_OPTR_PROC,,
3OK,012,3OK.012,Goods Issue of Batch-Managed Components(Monitor Stock / Requirements List),,MD04,MRPMaterial,monitorSupplyAndDemand,SAP_BR_MATL_PLNR_EXT_PROC,,
3OK,013,3OK.013,Goods Issue via Pick List(Pick Components for Process Orders),,COIK,ProcessOrder,pickComponents,SAP_BR_PRODN_OPTR_PROC,,
3OK,014,3OK.014,Manual Goods Issue (Instead of Picking List)(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3OK,015,3OK.015,Manual Goods Issue (Instead of Picking List)(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3OK,016,3OK.016,Monitor Order Progress,,CO46,ProductionOrder,monitorProgress,SAP_BR_PRODN_SUPERVISOR_DISC,,
3OK,017,3OK.017,Confirm Process Order(Confirm Process Order Phase),,COR6N,ProcessOrderConfirmation,createTimeTicket,SAP_BR_PRODN_OPTR_PROC,,
3OK,018,3OK.018,Post Goods Receipt for Process Order(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3OK,019,3OK.019,Post Goods Receipt for Process Order(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3TE,001,3TE.001,Create Returns Order(Manage Customer Returns),F1708,,CustomerReturn,manage,SAP_BR_RETURNS_REFUND_CLERK,,
3TE,002,3TE.002,Create Returns Order(Manage Customer Returns - Version 2),F4832,,CustomerReturn,editCustomerReturnV2,SAP_BR_RETURNS_REFUND_CLERK,,
3TE,003,3TE.003,Post Goods Receipt (Statistical Confirmation)(Change Outbound Delivery),,VL02N,OutboundDelivery,changeInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3TE,004,3TE.004,Post Goods Receipt (Statistical Confirmation)(Post Goods Receipt),,MIGO_GR,Material,postGoodsReceiptInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3TE,005,3TE.005,Determine Refund(Manage Customer Returns),F1708,,CustomerReturn,manage,SAP_BR_RETURNS_REFUND_CLERK,,
3TE,006,3TE.006,Display Returns Overview(Manage Customer Returns),F1708,,CustomerReturn,manage,SAP_BR_RETURNS_REFUND_CLERK,,
3TE,007,3TE.007,Create Credit Memo(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
3TE,008,3TE.008,Create Credit Memo(Manage Billing Documents),F0797,,BillingDocument,manage,SAP_BR_ADMINISTRATOR_RFM,,
3TE,009,3TE.009,Create Free-of-Charge Delivery(Create Outbound Deliveries),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3TE,010,3TE.010,Create Free-of-Charge Delivery(Create Outbound Deliveries - From Sales Orders),F0869A,,OutboundDelivery,createFromDueList,SAP_BR_SHIPPING_SPECIALIST,,
3TE,011,3TE.011,Post Goods Issue (Statistical Confirmation)(Change Outbound Delivery),,VL02N,OutboundDelivery,changeInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3TE,012,3TE.012,Post Goods Issue (Statistical Confirmation)(Post Goods Issue),,MIGO_GI,Material,postGoodsIssueInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3TE,013,3TE.013,Post Goods Issue (Statistical Confirmation)(Display Outbound Delivery),,VL03N,OutboundDelivery,displayInWebGUI,SAP_BR_SHIPPING_SPECIALIST,,
3TE,014,3TE.014,Create Pro-forma Invoice(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
3TE,015,3TE.015,Create Pro-forma Invoice(Manage Billing Documents),F0797,,BillingDocument,manage,SAP_BR_ADMINISTRATOR_RFM,,
3TE,016,3TE.016,Create Customer Invoice(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
3TE,017,3TE.017,Create Customer Invoice(Manage Billing Documents),F0797,,BillingDocument,manage,SAP_BR_ADMINISTRATOR_RFM,,
3UK,001,3UK.001,Create Purchase Order(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
3UK,002,3UK.002,Post Goods Receipt for Purchase Order(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
3UK,003,3UK.003,Post Goods Receipt for Purchase Order(My Inbox - All Items),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
3UK,004,3UK.004,Display Material Stock before Quality Inspection(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,005,3UK.005,Display Material Stock before Quality Inspection(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,006,3UK.006,Display Open Inspection Lot(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
3UK,007,3UK.007,Record Inspection Results,,Deprecated,,,,,
3UK,008,3UK.008,Make Usage Decision(Record Usage Decision),,QA11,InspectionLot,recordUsageDecision,SAP_BR_QUALITY_ENGINEER,,
3UK,009,3UK.009,Display Material Stock after Quality Inspection(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,010,3UK.010,Display Material Stock after Quality Inspection(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,011,3UK.011,Create Process Order for Mixing(Create Process Order),,COR1,ProcessOrder,create,SAP_BR_PRODN_SUPERVISOR_PROC,,
3UK,012,3UK.012,Execute Batch Determination in Process Order(Change Process Order),,COR2,ProcessOrder,change,SAP_BR_PRODN_SUPERVISOR_PROC,,
3UK,013,3UK.013,Review Process Order(Display Process Order),,COR3,ProcessOrder,display,SAP_BR_PRODN_OPTR_PROC,,
3UK,014,3UK.014,Goods Issue Via Pick List(Pick Components for Process Orders),,COIK,ProcessOrder,pickComponents,SAP_BR_PRODN_OPTR_PROC,,
3UK,015,3UK.015,Manual Goods Issue (instead of Picking List)(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3UK,016,3UK.016,Manual Goods Issue (instead of Picking List)(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3UK,017,3UK.017,Confirm Process Order(Confirm Process Order Phase),,COR6N,ProcessOrderConfirmation,createTimeTicket,SAP_BR_PRODN_OPTR_PROC,,
3UK,018,3UK.018,Post Goods Receipt for Process Order(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3UK,019,3UK.019,Post Goods Receipt for Process Order(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3UK,020,3UK.020,Display Material Stock before Quality Inspection(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,021,3UK.021,Display Material Stock before Quality Inspection(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,022,3UK.022,Display Open Inspection Lot(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
3UK,023,3UK.023,Record Inspection Results,,Deprecated,,,,,
3UK,024,3UK.024,Make Usage Decision(Record Usage Decision),,QA11,InspectionLot,recordUsageDecision,SAP_BR_QUALITY_ENGINEER,,
3UK,025,3UK.025,Display Material Stock after Quality Inspection(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UK,026,3UK.026,Display Material Stock after Quality Inspection(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
3UL,001,3UL.001,Create Planned Independent Requirements(Maintain PIRs),F3445,,ForecastDemand,maintain,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,002,3UL.002,Material Requirements Planning(Schedule MRP Runs),F1339,,MRPRun,schedule,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,003,3UL.003,Evaluate the Stock / Requirement Situation(Monitor Material Coverage),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,004,3UL.004,Evaluate the Stock / Requirement Situation(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,005,3UL.005,Create Process Order(Monitor Material Coverage),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,006,3UL.006,Create Process Order(My Area of Responsibility),F4796,,MRPAreaOfResponsibility,manage,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,007,3UL.007,Create Process Order(Convert Planned Orders),F4171,,PlannedOrder,convert,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,008,3UL.008,Create Process Order(Monitor Material Coverage - Net / Individual Segments),F2101A,,MRPPlanningSegment,monitorSegment,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,009,3UL.009,Review Process Order(Display Process Order),,COR3,ProcessOrder,display,SAP_BR_PRODN_OPTR_PROC,,
3UL,010,3UL.010,Goods Issue of Batch-Managed Components(Monitor Stock / Requirements List),,MD04,MRPMaterial,monitorSupplyAndDemand,SAP_BR_MATL_PLNR_EXT_PROC,,
3UL,011,3UL.011,Goods Issue via Pick List(Pick Components for Process Orders),,COIK,ProcessOrder,pickComponents,SAP_BR_PRODN_OPTR_PROC,,
3UL,012,3UL.012,Manual Goods Issue (instead of Picking List)(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3UL,013,3UL.013,Manual Goods Issue (instead of Picking List)(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3UL,014,3UL.014,Confirm Production incl. Component Backflush(Confirm Process Order Phase),,COR6N,ProcessOrderConfirmation,createTimeTicket,SAP_BR_PRODN_OPTR_PROC,,
3UL,015,3UL.015,Post Goods Receipt for Process Order(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
3UL,016,3UL.016,Post Goods Receipt for Process Order(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
3UL,017,3UL.017,Review Process Order Confirmation(Display Process Order Confirmation),,CORT,ProcessOrderConfirmation,display,SAP_BR_PRODN_OPTR_PROC,,
3UL,018,3UL.018,Review Scrap Report (Optional)(Material Scrap),F2035,,ProductionOrder,analyzeMaterialScrap,SAP_BR_PRODN_ENG_DISC,,
3UL,019,3UL.019,Review Scrap Report (Optional)(Material Scrap - Maximum Deviation),F2035,,ProductionOrder,analyzeMaterialScrap,SAP_BR_PRODN_ENG_DISC,,
3VQ,001,3VQ.001,Create Sales Order for a Product Without Prepared Safety Data Sheets(Manage Sales Orders),F1873,,SalesOrder,manage,SAP_BR_EXTERNAL_AUDITOR,,
3VQ,002,3VQ.002,Optional: Analyze Sales Order Fulfillment Monitor(Sales Order Fulfillment - Analyze and Resolve Issues),F0029A,,SalesOrderFulfillmentIssue,analyzeALPDetails_ForNav,SAP_BR_INTERNAL_SALES_REP,,
3VQ,003,3VQ.003,Process Request from Sales Order for Safety Data Sheet(Process Requests from Logistics),F3342,,ComplianceRequest,monitor,SAP_BR_MD_SPECIALIST_PCL,,
3VQ,004,3VQ.004,Create Outbound Delivery for a Non-Compliant Product(Create Outbound Delivery),,VL01N,OutboundDelivery,createInWebGUI,SAP_BR_RFM_STORE_ASSOCIATE,,
3VQ,005,3VQ.005,Create Outbound Delivery for a Non-Compliant Product(Create Outbound Delivery - Without Order Reference),,VL01NO,OutboundDelivery,createNoReferenceInWebGUI,SAP_BR_SHIPPING_SPECIALIST,,
3VQ,006,3VQ.006,Process Request from Outbound Delivery for Safety Data Sheet(Process Requests from Logistics),F3342,,ComplianceRequest,monitor,SAP_BR_MD_SPECIALIST_PCL,,
3VR,001,3VR.001,Create Unpackaged Product(Manage Basic Compliance Data),F3024,,RawMaterialChemicalInfo,monitorBasicData,SAP_BR_MD_SPECIALIST_PCL,,
3VR,002,3VR.002,Create Unpackaged Product(Manage Basic Compliance Data - Unpackaged Products),F2641,,UnpackagedChemicalInfo,monitorBasicData,SAP_BR_PRODSTWRD_SPLST_PCL,,
3VR,003,3VR.003,Upload Safety Data Sheets for Products(Manage Basic Compliance Data),F3024,,RawMaterialChemicalInfo,monitorBasicData,SAP_BR_MD_SPECIALIST_PCL,,
3VR,004,3VR.004,Upload Safety Data Sheets for Products(Manage Basic Compliance Data - Unpackaged Products),F2641,,UnpackagedChemicalInfo,monitorBasicData,SAP_BR_PRODSTWRD_SPLST_PCL,,
3VR,005,3VR.005,Enter Contact Data for Safety Data Sheet(Manage Contact Data),F4521,,SafetyDataSheetContact,manage,SAP_BR_DG_SPLST_PCL,,
3VR,006,3VR.006,Enter Contact Data for Safety Data Sheet(Manage Contact Data - Safety Data Sheets),F4521,,SafetyDataSheetContact,manage,SAP_BR_DG_SPLST_PCL,,
3VR,007,3VR.007,Manual Shipment of Safety Data Sheets(Compliance Information),F3226,,Material,displayComplianceInfo,SAP_BR_DG_SPLST_PCL,,
3VR,008,3VR.008,Manual Shipment of Safety Data Sheets(Compliance Information - For Products),F3226,,Material,displayComplianceInfo,SAP_BR_DG_SPLST_PCL,,
3VR,009,3VR.009,Monitor Safety Data Sheet Shipments(Monitor Shipments),F4309,,CompliancePatternSDSManagement,monitorShipment,SAP_BR_DG_SPLST_PCL,,
3VR,010,3VR.010,Monitor Safety Data Sheet Shipments(Monitor Shipments - Safety Data Sheets),F4309,,CompliancePatternSDSManagement,monitorShipment,SAP_BR_DG_SPLST_PCL,,
3VR,011,3VR.011,Optional: Output Parameter Determination(Output Parameter Determination),,APOC_WD_BRF_DEC_TAB_MAINTAIN,OutputParameterDetermination,maintain,SAP_BR_ADMINISTRATOR,,
41F,001,41F.001,Create Purchasing Info Record,,ME11,PurchasingInfoRecord,create,SAP_BR_PURCHASER,,
41F,002,41F.002,Record Consumption(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
41F,003,41F.003,Record Consumption(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
41F,004,41F.004,Schedule Supplier Invoice Jobs,F1683,,SupplierInvoice,scheduleApplicationJobsAdvanced,SAP_BR_AP_ACCOUNTANT,,
41F,005,41F.005,Schedule Supplier Invoice Jobs(Application Jobs),F1240,,ApplicationJob,show,SAP_BR_ADMINISTRATOR,,
41F,006,41F.006,Schedule Supplier Invoice Jobs(Schedule Supplier Invoice Jobs - Advanced),F1683,,SupplierInvoice,scheduleApplicationJobsAdvanced,SAP_BR_AP_ACCOUNTANT,,
42K,001,42K.001,Create Request for Quotation(Manage RFQs),F2049,,RequestForQuotation,manage,SAP_BR_AP_ACCOUNTANT,,
42K,002,42K.002,Submit Price Quote (as a Supplier in Ariba Discovery)(Manage RFQs),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
42K,003,42K.003,Display Supplier Quotation (Optional)(Manage RFQs),F2049,,RequestForQuotation,manage,SAP_BR_AP_ACCOUNTANT,,
42K,004,42K.004,Award Quote(Manage Supplier Quotations),F1991,,SupplierQuotation,manage,SAP_BR_EXTERNAL_AUDITOR_PRC,,
42K,005,42K.005,Approve Supplier Quotation (Optional)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
42K,006,42K.006,Approve Supplier Quotation (Optional)(My Inbox - Approve Purchase Order),F0402A,,,,,,
42K,007,42K.007,Create Purchase Order from Supplier Quotation(Manage RFQs),F2049,,RequestForQuotation,manage,SAP_BR_AP_ACCOUNTANT,,
42K,008,42K.008,Create Purchase Order from Supplier Quotation(Create Purchase Order),,ME21N,PurchaseOrder,create,SAP_BR_PURCHASER,,
42K,009,42K.009,Display Automatically Created Info Record from Award(Manage Supplier Quotations),F1991,,SupplierQuotation,manage,SAP_BR_EXTERNAL_AUDITOR_PRC,,
42K,010,42K.010,Display Automatically Created Purchase Order(Manage RFQs),F2049,,RequestForQuotation,manage,SAP_BR_AP_ACCOUNTANT,,
42K,011,42K.011,Display Automatically Created Purchase Order(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
42K,012,42K.012,Display Automatically Created Purchase Order(My Inbox - Approve Purchase Order),F0402A,,,,,,
42K,013,42K.013,Create Purchase Order (Optional)(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,014,42K.014,Approve Purchase Order (Optional)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
42K,015,42K.015,Approve Purchase Order (Optional)(My Inbox - All Items),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
42K,016,42K.016,Change Purchase Order (Optional)(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,017,42K.017,Check Purchase Order Confirmation (Optional)(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,018,42K.018,Check Purchase Order Confirmation (Optional)(Change Purchase Order),,ME22N,PurchaseOrder,change,SAP_BR_PURCHASER,,
42K,019,42K.019,Check Purchase Order Confirmation (Optional)(Change Purchase Order - Advanced),,ME22N,PurchaseOrder,change,SAP_BR_PURCHASER,,
42K,020,42K.020,Check Inbound Delivery for Purchase Order (Optional)(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,021,42K.021,Set Up the Putaway of Goods for Inbound Delivery(Change Inbound Delivery),,VL32N,InboundDelivery,changeInWebGUI,SAP_BR_RECEIVING_SPECIALIST,,
42K,022,42K.022,Post Goods Receipt for Inbound Delivery,F2502,,InboundDelivery,createGR,SAP_BR_RECEIVING_SPECIALIST,,
42K,023,42K.023,Check Goods Receipt Details (Optional)(Material Documents Overview),F1077,,MaterialMovement,displayList,SAP_BR_ADMINISTRATOR_RFM,,
42K,024,42K.024,Return Goods Receipt for Purchasing Document(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
42K,025,42K.025,Return Goods Receipt for Purchasing Document(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
42K,026,42K.026,Cancel Goods Return for Purchasing Document(Post Goods Movement),,VLMOVE,HandlingUnit,moveInWebGui,SAP_BR_INVENTORY_MANAGER,,
42K,027,42K.027,Cancel Goods Return for Purchasing Document(Post Goods Movement),,MIGO,Material,postGoodsMovementInWebGUI,SAP_BR_INVENTORY_MANAGER,,
42K,028,42K.028,Release Supplier Invoice for Payment (Optional)(Supplier Invoices List),F1060A,,SupplierInvoice,list1,SAP_BR_AP_ACCOUNTANT,,
42K,029,42K.029,Schedule Payment Proposals(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
42K,030,42K.030,Revise Payment Proposal(Revise Payment Proposals),F0771,,AutomaticPayment,revisePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
42K,031,42K.031,Release Payment Proposal(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
42K,032,42K.032,Approval by First Approver(Approve Bank Payments),F0673A,,BankOutgoingPaymentCollection,approvePayments,SAP_BR_AP_MANAGER,,
42K,033,42K.033,Approval by Second Approver(Approve Bank Payments),F0673A,,BankOutgoingPaymentCollection,approvePayments,SAP_BR_AP_MANAGER,,
42K,034,42K.034,Send Payment Advice to Supplier(Manage Automatic Payments),F0770,,AutomaticPayment,schedulePaymentProposal,SAP_BR_AP_ACCOUNTANT,,
42K,035,42K.035,Cancel Payment Advice(Reset Cleared Items),F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
42K,036,42K.036,Display Canceled Payment Advice(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
42K,037,42K.037,Display Canceled Payment Advice(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
42K,038,42K.038,Create Lean Services Purchase Order (Optional)(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,039,42K.039,Check Service Entry Sheet (Optional)(Manage Service Entry Sheets),F2027,,ServiceEntrySheet,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,040,42K.040,Check Service Entry Sheet (Optional)(Manage Service Entry Sheets - Lean Services),F2027,,ServiceEntrySheet,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,041,42K.041,Check Service Entry Sheet Cancellation (Optional)(Manage Service Entry Sheets),F2027,,ServiceEntrySheet,manage,SAP_BR_ADMINISTRATOR_SLL,,
42K,042,42K.042,Check Service Entry Sheet Cancellation (Optional)(Change Purchase Order),,ME22N,PurchaseOrder,change,SAP_BR_PURCHASER,,
42K,043,42K.043,Check Service Entry Sheet Cancellation (Optional)(Manage Service Entry Sheets - Lean Services),F2027,,ServiceEntrySheet,manage,SAP_BR_ADMINISTRATOR_SLL,,
